symbol,name,country
BCC,Boise Cascade L.L.C. Common Stock,United States
BCDA,BioCardia Inc. Common Stock,United States
BCG,Binah Capital Group Inc. Common Stock,United States
BCGWW,Binah Capital Group Inc. Warrants,United States
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,United States
BCML,BayCom Corp Common Stock,United States
BCO,Brinks Company (The) Common Stock,United States
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,United States
BCPC,Balchem Corporation Common Stock,United States
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,United States
BCSF,Bain Capital Specialty Finance Inc. Common Stock,United States
BCV,Bancroft Fund Ltd.,United States
BCX,BlackRock Resources Common Shares of Beneficial Interest,United States
BDC,Belden Inc Common Stock,United States
BDJ,Blackrock Enhanced Equity Dividend Trust,United States
BDL,Flanigan's Enterprises Inc. Common Stock,United States
BDN,Brandywine Realty Trust Common Stock,United States
BDSX,Biodesix Inc. Common Stock,United States
BDTX,Black Diamond Therapeutics Inc. Common Stock,United States
BDX,Becton Dickinson and Company Common Stock,United States
BE,Bloom Energy Corporation Class A Common Stock,United States
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,United States
BEAGR,Bold Eagle Acquisition Corp. Right,United States
BEAGU,Bold Eagle Acquisition Corp. Units,United States
BEAM,Beam Therapeutics Inc. Common Stock,United States
BEAT,Heartbeam Inc. Common Stock,United States
BEATW,Heartbeam Inc. Warrant,United States
BECN,Beacon Roofing Supply Inc. Common Stock,United States
BEEM,Beam Global Common Stock,United States
BELFA,Bel Fuse Inc. Class A Common Stock,United States
BELFB,Bel Fuse Inc. Class B Common Stock,United States
BEN,Franklin Resources Inc. Common Stock,United States
BENF,Beneficient Class A Common Stock,United States
BENFW,Beneficient Warrant,United States
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,United States
BERY,Berry Global Group Inc. Common Stock,United States
BF/A,Brown Forman Corporation,United States
BF/B,Brown Forman Corporation,United States
BFAM,Bright Horizons Family Solutions Inc. Common Stock,United States
BFC,Bank First Corporation Common Stock,United States
BFH,Bread Financial Holdings Inc. Common Stock,United States
BFIN,BankFinancial Corporation Common Stock,United States
BFK,BlackRock Municipal Income Trust,United States
BFLY,Butterfly Network Inc. Class A Common Stock,United States
BFRG,Bullfrog AI Holdings Inc. Common Stock,United States
BFRGW,Bullfrog AI Holdings Inc. Warrants,United States
BFRI,Biofrontera Inc. Common Stock,United States
BFRIW,Biofrontera Inc. Warrants,United States
BFS,Saul Centers Inc. Common Stock,United States
BFST,Business First Bancshares Inc. Common Stock,United States
BFZ,BlackRock California Municipal Income Trust,United States
BG,Bunge Limited Common Shares,United States
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,United States
BGC,BGC Group Inc. Class A Common Stock,United States
BGFV,Big 5 Sporting Goods Corporation Common Stock,United States
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,United States
BGR,BlackRock Energy and Resources Trust,United States
BGS,B&G Foods Inc. Common Stock,United States
BGSF,BGSF Inc. Common Stock,United States
BGT,BlackRock Floating Rate Income Trust,United States
BGY,Blackrock Enhanced International Dividend Trust,United States
BH,Biglari Holdings Inc. Class B Common Stock,United States
BHB,Bar Harbor Bankshares Inc. Common Stock,United States
BHE,Benchmark Electronics Inc. Common Stock,United States
BHF,Brighthouse Financial Inc. Common Stock,United States
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,United States
BHIL,Benson Hill Inc. Common Stock,United States
BHK,Blackrock Core Bond Trust,United States
BHLB,Berkshire Hills Bancorp Inc. Common Stock,United States
BHR,Braemar Hotels & Resorts Inc. Common Stock,United States
BHRB,Burke & Herbert Financial Services Corp. Common Stock,United States
BHV,BlackRock Virginia Municipal Bond Trust,United States
BHVN,Biohaven Ltd. Common Shares ,United States
BIAF,bioAffinity Technologies Inc. Common Stock,United States
BIAFW,bioAffinity Technologies Inc. Warrant,United States
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,United States
BIIB,Biogen Inc. Common Stock,United States
BILL,BILL Holdings Inc. Common Stock,United States
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States
BIO/B,Bio-Rad Laboratories Inc.,United States
BIOA,BioAge Labs Inc. Common Stock,United States
BIRD,Allbirds Inc. Class A Common Stock,United States
BIVI,BioVie Inc. Class A Common Stock,United States
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,United States
BJDX,Bluejay Diagnostics Inc. Common Stock,United States
BJRI,BJ's Restaurants Inc. Common Stock,United States
BK,The Bank of New York Mellon Corporation Common Stock,United States
BKD,Brookdale Senior Living Inc. Common Stock,United States
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,United States
BKE,Buckle Inc. (The) Common Stock,United States
BKH,Black Hills Corporation Common Stock,United States
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,United States
BKHAR,Black Hawk Acquisition Corporation Rights,United States
BKKT,Bakkt Holdings Inc. Class A Common Stock,United States
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),United States
BKNG,Booking Holdings Inc. Common Stock,United States
BKR,Baker Hughes Company Class A Common Stock,United States
BKSY,BlackSky Technology Inc. Class A Common Stock,United States
BKT,BlackRock Income Trust Inc. (The),United States
BKTI,BK Technologies Corporation Common Stock,United States
BKU,BankUnited Inc. Common Stock,United States
BKYI,BIO-key International Inc. Common Stock,United States
BL,BlackLine Inc. Common Stock,United States
BLBD,Blue Bird Corporation Common Stock,United States
BLBX,Blackboxstocks Inc. Common Stock,United States
BLD,TopBuild Corp. Common Stock,United States
BLDE,Blade Air Mobility Inc. Class A Common Stock,United States
BLDEW,Blade Air Mobility Inc. Warrants,United States
BLDR,Builders FirstSource Inc. Common Stock,United States
BLE,BlackRock Municipal Income Trust II,United States
BLFS,BioLife Solutions Inc. Common Stock,United States
BLFY,Blue Foundry Bancorp Common Stock,United States
BLIN,Bridgeline Digital Inc. Common Stock,United States
BLK,BlackRock Inc. Common Stock,United States
BLKB,Blackbaud Inc. Common Stock,United States
BLMN,Bloomin' Brands Inc. Common Stock,United States
BLND,Blend Labs Inc. Class A Common Stock,United States
BLNE,Eastside Distilling Inc. Common Stock,United States
BLNK,Blink Charging Co. Common Stock,United States
BLTE,Belite Bio Inc American Depositary Shares,United States
BLUE,bluebird bio Inc. Common Stock,United States
BLW,Blackrock Limited Duration Income Trust,United States
BLZE,Backblaze Inc. Class A Common Stock,United States
BMBL,Bumble Inc. Class A Common Stock,United States
BME,Blackrock Health Sciences Trust,United States
BMEA,Biomea Fusion Inc. Common Stock,United States
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,United States
BMI,Badger Meter Inc. Common Stock,United States
BMRA,Biomerica Inc. Common Stock,United States
BMRC,Bank of Marin Bancorp Common Stock,United States
BMRN,BioMarin Pharmaceutical Inc. Common Stock,United States
BMY,Bristol-Myers Squibb Company Common Stock,United States
BNAI,Brand Engagement Network Inc. Common Stock,United States
BNAIW,Brand Engagement Network Inc. Warrant,United States
BNED,Barnes & Noble Education Inc Common Stock,United States
BNGO,Bionano Genomics Inc. Common Stock,United States
BNIX,Bannix Acquisition Corp. Common Stock,United States
BNIXR,Bannix Acquisition Corp. Right,United States
BNIXW,Bannix Acquisition Corp. Warrant,United States
BNL,Broadstone Net Lease Inc. Common Stock,United States
BNTC,Benitec Biopharma Inc. Common Stock,United States
BNY,BlackRock New York Municipal Income Trust,United States
BNZI,Banzai International Inc. Class A Common Stock,United States
BNZIW,Banzai International Inc. Warrant,United States
BOC,Boston Omaha Corporation Class A Common Stock,United States
BODI,The Beachbody Company Inc. Class A Common Stock,United States
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States
BOF,BranchOut Food Inc. Common Stock,United States
BOH,Bank of Hawaii Corporation Common Stock,United States
BOKF,BOK Financial Corporation Common Stock,United States
BOLD,Boundless Bio Inc. Common Stock,United States
BOLT,Bolt Biotherapeutics Inc. Common Stock,United States
BOOM,DMC Global Inc. Common Stock,United States
BOOT,Boot Barn Holdings Inc. Common Stock,United States
BOTJ,Bank of the James Financial Group Inc. Common Stock,United States
BOWN,Bowen Acquisition Corp Ordinary Shares,United States
BOWNR,Bowen Acquisition Corp Rights,United States
BOWNU,Bowen Acquisition Corp Unit,United States
BOX,Box Inc. Class A Common Stock,United States
BOXL,Boxlight Corporation Class A Common Stock,United States
BPMC,Blueprint Medicines Corporation Common Stock,United States
BPOP,Popular Inc. Common Stock,United States
BPRN,Princeton Bancorp Inc. Common Stock (PA),United States
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States
BR,Broadridge Financial Solutions Inc. Common Stock,United States
BRBR,BellRing Brands Inc. Common Stock ,United States
BRBS,Blue Ridge Bankshares Inc. Common Stock,United States
BRC,Brady Corporation Common Stock,United States
BRCC,BRC Inc. Class A Common Stock,United States
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,United States
BRFH,Barfresh Food Group Inc. Common Stock,United States
BRID,Bridgford Foods Corporation Common Stock,United States
BRK/A,Berkshire Hathaway Inc.,United States
BRK/B,Berkshire Hathaway Inc.,United States
BRKL,Brookline Bancorp Inc. Common Stock,United States
BRKR,Bruker Corporation Common Stock,United States
BRLT,Brilliant Earth Group Inc. Class A Common Stock,United States
BRN,Barnwell Industries Inc. Common Stock,United States
BRO,Brown & Brown Inc. Common Stock,United States
BROS,Dutch Bros Inc. Class A Common Stock,United States
BRSP,BrightSpire Capital Inc. Class A Common Stock,United States
BRT,BRT Apartments Corp. (MD) Common Stock,United States
BRTX,BioRestorative Therapies Inc. Common Stock (NV),United States
BRW,Saba Capital Income & Opportunities Fund SBI,United States
BRX,Brixmor Property Group Inc. Common Stock,United States
BRY,Berry Corporation (bry) Common Stock,United States
BRZE,Braze Inc. Class A Common Stock,United States
BSBK,Bogota Financial Corp. Common Stock,United States
BSET,Bassett Furniture Industries Incorporated Common Stock,United States
BSGM,BioSig Technologies Inc. Common Stock,United States
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States
BSLK,Bolt Projects Holdings Inc. Common Stock,United States
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States
BSRR,Sierra Bancorp Common Stock,United States
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,United States
BSVN,Bank7 Corp. Common stock,United States
BSX,Boston Scientific Corporation Common Stock,United States
BSY,Bentley Systems Incorporated Class B Common Stock,United States
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States
BTAI,BioXcel Therapeutics Inc. Common Stock,United States
BTBD,BT Brands Inc. Common Stock,United States
BTBDW,BT Brands Inc. Warrant,United States
BTBT,Bit Digital Inc. Ordinary Shares,United States
BTCS,BTCS Inc. Common Stock,United States
BTM,Bitcoin Depot Inc. Class A Common Stock,United States
BTMD,Biote Corp. Class A Common Stock,United States
BTMWW,Bitcoin Depot Inc. Warrant,United States
BTO,John Hancock Financial Opportunities Fund Common Stock,United States
BTOC,Armlogi Holding Corp. Common Stock,United States
BTOG,Bit Origin Limited Ordinary Shares,United States
BTSG,BrightSpring Health Services Inc. Common Stock,United States
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,United States
BTT,BlackRock Municipal 2030 Target Term Trust,United States
BTU,Peabody Energy Corporation Common Stock ,United States
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,United States
BTZ,BlackRock Credit Allocation Income Trust,United States
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States
BURL,Burlington Stores Inc. Common Stock,United States
BURU,Nuburu Inc. Common Stock,United States
BUSE,First Busey Corporation Class A Common Stock,United States
BV,BrightView Holdings Inc. Common Stock,United States
BVFL,BV Financial Inc. Common Stock,United States
BVS,Bioventus Inc. Class A Common Stock,United States
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States
BWA,BorgWarner Inc. Common Stock,United States
BWB,Bridgewater Bancshares Inc. Common Stock,United States
BWEN,Broadwind Inc. Common Stock,United States
BWFG,Bankwell Financial Group Inc. Common Stock,United States
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States
BWIN,The Baldwin Insurance Group Inc. Class A Common Stock,United States
BWMN,Bowman Consulting Group Ltd. Common Stock,United States
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,United States
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,United States
BWXT,BWX Technologies Inc. Common Stock,United States
BX,Blackstone Inc. Common Stock,United States
BXC,Bluelinx Holdings Inc. Common Stock,United States
BXMT,Blackstone Mortgage Trust Inc. Common Stock,United States
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,United States
BXP,BXP Inc. Common Stock,United States
BY,Byline Bancorp Inc. Common Stock,United States
BYD,Boyd Gaming Corporation Common Stock,United States
BYFC,Broadway Financial Corporation Class A Common Stock,United States
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,United States
BYND,Beyond Meat Inc. Common Stock,United States
BYON,Beyond Inc. Common Stock,United States
BYRN,Byrna Technologies Inc. Common Stock,United States
BYSI,BeyondSpring Inc. Ordinary Shares,United States
BZAI,Blaize Holdings Inc. Common Stock,United States
BZAIW,Blaize Holdings Inc. Warrants,United States
BZFD,BuzzFeed Inc. Class A Common Stock,United States
